x1,x2,y
-1.594524102,2.352793498,yes
-1.591768987,0.890387973,yes
-2.508217436,1.860294389,yes
-1.917231033,0.952112049,yes
1.347028836,-0.101298728,yes
-1.388000108,1.346474335,yes
1.029074478,0.684096162,yes
-0.973897899,-0.684633764,yes
0.556943381,-1.062256812,yes
-1.307318699,0.231039168,yes
1.319080426,0.403515365,yes
0.428064019,-0.997548405,yes
-1.626274682,1.097881453,yes
-1.811228248,-0.163256294,yes
-1.824063523,0.742261904,yes
-0.987330331,1.272734921,yes
1.810459715,0.432857057,yes
-1.002928023,1.644781278,yes
-1.566623637,0.802544389,yes
-1.339788116,0.885698517,yes
1.775212644,0.094253553,yes
1.839023859,0.457415139,yes
1.40710723,-0.529698201,yes
1.032810192,0.170709639,yes
1.1288394,0.199275772,yes
-1.519211789,0.980255212,yes
-2.434404266,1.04097221,yes
-0.126253813,-1.237559435,yes
-0.325945999,-1.26198979,yes
-0.154429498,-0.928260564,yes
1.312056087,1.076685762,yes
1.491331537,-0.073793111,yes
0.704569027,-0.886523247,yes
-2.213861711,0.818574173,yes
-2.253875445,0.739478169,yes
0.349515436,-1.119941211,yes
-1.671661854,0.062192962,yes
2.002288915,0.594126066,yes
-0.379212701,-0.429115405,yes
0.40196485,-1.674009583,yes
-0.274600978,-1.384636084,yes
-0.298810359,-1.332190425,yes
-2.120578889,0.726446384,yes
1.343345872,-0.010405015,yes
-2.052236936,0.294979627,yes
1.702576364,0.480295232,yes
-1.214719202,1.059788276,yes
-1.161964323,0.503449168,yes
-0.017590662,-1.021468922,yes
1.572445864,0.63013265,yes
-1.783816256,0.297195176,yes
-2.075365305,0.980367028,yes
-1.661036115,0.607719248,yes
1.648249872,1.325489522,yes
-1.756359256,1.470339163,yes
-0.211352186,-1.107280245,yes
-2.448892448,0.982210786,yes
-1.486456253,0.056268198,yes
-2.023548597,0.541266997,yes
1.242446788,0.100943486,yes
0.783179074,0.435518771,yes
1.096736436,0.160824679,yes
-2.148910575,0.683482926,yes
-0.338746781,-1.538883679,yes
1.768210528,0.197324633,yes
1.496109146,0.025908007,yes
0.524938717,-1.105245637,yes
1.796217383,0.185108141,yes
-2.571099717,1.663495063,yes
0.815864819,0.813572698,yes
0.532855225,-1.941360468,yes
1.38003245,0.116167649,yes
1.48270499,0.385581758,yes
0.794276827,0.583178852,yes
1.144823426,1.057993244,yes
0.813775202,0.599465231,yes
-1.428519718,-0.127454436,yes
-0.077677964,-0.94327555,yes
1.932672256,0.921203443,yes
-2.219561444,0.927522092,yes
-1.988244233,1.150956919,yes
-2.716757466,-0.074392193,yes
-2.128036429,0.455429024,yes
1.48889941,0.409432973,yes
-0.79311737,0.507462188,yes
0.946854377,0.290218981,yes
-0.122981317,-0.781037003,yes
-0.756228762,-0.787088744,yes
-1.163455612,1.066683315,yes
0.689634707,-0.756132957,yes
-0.442545319,-1.518366729,yes
0.760389121,0.640642226,yes
-2.100221189,0.774706145,yes
0.187702166,-1.539598327,yes
-1.435821427,0.571257001,yes
2.198502026,-0.362105233,yes
-1.737125802,0.872024766,yes
-1.368860043,-0.084028229,yes
-2.21970598,0.302649157,yes
0.213205464,-0.793916422,yes
-2.27347039,1.028657032,yes
-1.604450923,0.752074456,yes
-1.217667679,0.285674034,yes
1.17685452,-0.009960747,yes
-2.529865105,0.767122199,yes
-1.481678609,0.584051898,yes
1.089664659,0.651975008,yes
0.065155294,-0.359630636,yes
-0.88072272,-0.1349964,yes
1.28577335,-0.22098127,yes
2.136100944,0.543067673,yes
1.645169789,0.286653845,yes
-0.360776531,-0.134398159,yes
-1.977287957,0.329416115,yes
-0.939053567,-1.281803459,yes
0.408098902,-1.425367175,yes
0.826071685,0.750547953,yes
-0.337627297,-1.708653163,yes
1.662680704,0.751262055,yes
-0.157154427,-2.252087052,yes
1.148658601,0.375335218,yes
0.404191193,-1.367805812,yes
-0.864544528,-1.308730887,yes
1.229298339,0.665742457,yes
0.545003691,-1.45999552,yes
2.363043901,-0.564205092,yes
-2.234229217,-0.085622196,yes
-2.533557603,1.036038713,yes
-1.744634205,0.599274319,yes
-0.244332271,-0.516403181,yes
-0.370184885,-1.157802377,yes
-0.043121967,-1.091134672,yes
-0.558345365,-1.54109738,yes
-0.228359158,-1.073369525,yes
-0.239892069,-0.323079136,yes
0.348755943,-0.50089994,yes
1.852157844,0.121584234,yes
-1.342530667,0.041647643,yes
0.416802236,-1.299368785,yes
-2.681302552,0.891063582,yes
0.410129385,-1.22535945,yes
1.079940758,0.75501304,yes
1.95998562,0.410446527,yes
0.62706334,-0.889241912,yes
-1.081946398,0.072429576,yes
-0.497773536,-1.424920251,yes
-2.136716425,0.983584329,yes
-1.633454845,0.718124974,yes
-1.182676996,-0.077433495,yes
0.101319428,-0.442328939,yes
-1.934762936,0.595799736,yes
1.161727986,0.102834125,yes
-0.297744347,-1.551999538,yes
-2.226360005,0.531108287,yes
-0.708367237,1.691530209,yes
-0.261554131,-1.251209634,yes
0.42541243,-0.600336673,yes
1.019035543,0.057515157,yes
-0.039974921,-1.442821553,yes
1.637570479,0.30668835,yes
0.642252857,-0.355508901,yes
0.915002197,0.930170559,yes
-0.384302679,-1.383516066,yes
-1.637608456,0.526628403,yes
-2.324495131,0.706185638,yes
0.856153478,-1.167129,yes
-1.636220856,0.702181338,yes
-1.709696714,0.135901127,yes
-1.955478705,0.77340537,yes
1.256082487,0.373225798,yes
-0.339762489,-0.985705875,yes
1.720765806,-0.165770251,yes
-0.115120019,-0.962914774,yes
-0.005538563,-1.465197089,yes
0.409201367,-1.278012102,yes
-2.039817176,0.061940332,yes
-2.089321562,0.095658391,yes
-1.6972685,0.225741241,yes
-0.22526805,-0.942650087,yes
0.23328896,-0.633127919,yes
0.317488352,-1.013081723,yes
0.086807204,-1.650565212,yes
-1.908887778,0.519921359,yes
-0.126526097,-0.598627966,yes
-0.561248412,-1.802135029,yes
-2.212299599,0.618964258,yes
-2.300765337,1.079808409,yes
-0.147716964,-0.990197704,yes
-1.530650823,1.342441441,yes
0.088435395,-0.96727566,yes
-0.417672334,-0.947959905,yes
-1.609267259,0.717150364,yes
-0.257330593,-1.263554807,yes
-2.632751207,1.583871463,yes
-0.244289465,-0.661144244,yes
-1.632288605,0.738688819,yes
-0.010887431,-1.136822175,yes
-0.079639235,-1.14329567,yes
-1.88100799,0.801093346,yes
-1.77838751,0.283473382,yes
-1.883896403,0.373719117,yes
-0.07541759,-0.793817984,yes
-2.565248768,1.135512844,yes
0.678216406,0.629381089,yes
-0.109190596,-0.9813369,yes
1.66868779,-0.062560528,yes
-1.824818008,1.39568185,yes
0.393047985,-0.514269669,yes
1.387123163,-0.349857883,yes
-0.024352292,-1.445683752,yes
-0.108226183,-1.595044465,yes
-1.334212184,0.02583265,yes
-2.212777618,0.524963545,yes
0.466657079,1.401548915,yes
-2.354690281,1.266742057,yes
2.382274747,-0.445835388,yes
0.035512787,-0.638621927,yes
1.290660588,0.448590793,yes
1.881262435,0.160439609,yes
-1.681745088,0.241780011,yes
0.06438554,-0.838916398,yes
0.849497735,0.335075869,yes
1.713546349,0.062969736,yes
0.204667437,-1.510653049,yes
-1.749271368,0.539927852,yes
-1.397865648,0.325224332,yes
0.023072889,-1.30681186,yes
-1.041167147,-0.089218811,yes
1.000021583,0.179435284,yes
1.056542922,0.881739408,yes
-0.819446589,-1.351414904,yes
-0.798763882,-1.245059403,yes
1.747613865,-0.102578088,yes
-0.970364579,0.798279883,yes
0.063913101,-1.266304058,yes
0.18368542,-0.392956,yes
1.815806561,-0.319050043,yes
-2.303660379,0.779756671,yes
1.3196144,0.223765986,yes
-2.120701135,0.881056073,yes
0.68300723,-1.366879501,yes
-1.733779919,0.306878635,yes
1.218058748,0.461311851,yes
1.264363506,0.022299846,yes
0.570424381,0.271666363,yes
1.364170969,0.786117758,yes
0.859378987,1.016711465,yes
1.540912435,2.084014892,yes
1.211448118,0.68412284,yes
1.232651724,0.104434149,yes
0.947692404,0.356956067,yes
-0.002098372,-1.462615218,yes
-0.237568577,-1.077538773,yes
-1.933836047,0.993754502,yes
0.270293888,-1.3869524,yes
2.220389976,0.091971861,yes
1.503218481,0.258066391,yes
1.466064228,0.504046721,yes
0.10683749,-1.225815117,yes
-1.799747864,0.368600893,yes
-3.061980322,0.821593426,yes
-0.42480226,-1.686624669,yes
0.611793313,0.124616183,yes
-3.043778204,0.496335952,yes
0.759444698,-0.777498376,yes
-1.162155997,1.099227738,yes
1.065407608,0.575128809,yes
0.759097441,0.483028227,yes
-1.573573582,0.406486431,yes
-0.334453477,-0.102184355,yes
-0.535726966,-1.23381706,yes
0.862898492,0.525486193,yes
-1.845088266,0.027829698,yes
-1.667796076,0.370202678,yes
0.605320236,0.851645488,yes
-0.853253512,0.187943525,yes
-1.297588806,0.798654599,yes
-0.491053241,-0.291141268,yes
-0.156985312,-1.090923806,yes
-1.37967906,1.005339851,yes
1.127560368,-0.794409171,yes
-2.622516964,1.152596687,yes
-0.04035584,-1.28528555,yes
-1.789487212,1.048887801,yes
1.034206079,0.77583968,yes
1.367801413,0.309639705,yes
-1.480572359,1.079332537,yes
1.287114235,0.866966406,yes
0.481921334,1.07176498,yes
0.340667112,-1.353047698,yes
0.338611473,-0.816020925,yes
-1.358477825,-1.409541425,yes
-1.219658793,0.188954555,yes
-1.279652203,-0.426089566,yes
1.023444787,0.012901173,yes
-1.576733983,1.123044435,yes
0.211095231,-0.916244076,yes
-1.565945052,1.205302906,yes
-2.109158672,0.640657862,yes
-2.647351893,0.721768649,yes
0.27676778,-1.244938938,yes
-2.649253868,0.499049727,yes
-2.993849016,0.601884334,yes
-1.605725118,0.874153438,yes
-0.402042609,-1.884505092,yes
-0.303139946,-1.473041251,yes
-1.579034928,0.650475535,yes
1.469008923,0.217050381,yes
0.076235155,-0.776770302,yes
0.119912453,-1.294754807,yes
-0.37269535,-1.387525145,yes
-0.573356116,-0.304740381,yes
-2.417513531,1.028838805,yes
-1.748462732,0.505457239,yes
-1.612895036,0.844395365,yes
-1.923072216,0.438572278,yes
-1.330849292,-0.522551958,yes
1.046641764,-0.025008908,yes
2.105693542,0.11976354,yes
-2.457379592,1.457578787,yes
-2.267318916,-0.090297061,yes
-1.770315408,0.262620265,yes
-1.906667849,-0.062860542,yes
1.376096095,0.033468333,yes
0.159372693,-0.617629965,yes
0.107714077,-1.151270044,yes
-0.217356525,-1.395069529,yes
0.716511471,-0.997438411,yes
-2.161402805,0.646931649,yes
-2.41750963,0.721860497,yes
-1.496041493,0.106169312,yes
-0.267358076,-0.938297115,yes
0.462812856,-0.871502275,yes
0.451793355,-1.014408207,yes
0.669930361,-1.83467283,yes
1.390040298,1.237069935,yes
-0.052987057,-2.076986052,yes
-1.513231365,0.905359637,yes
-0.57035228,-1.075301084,yes
-2.003953803,0.640221718,yes
-0.090933436,-0.278289116,yes
-1.86641836,0.87600784,yes
-1.566767011,0.490218121,yes
-0.99700944,1.295108672,yes
1.533387624,0.412412597,yes
-1.65434305,-0.166215699,yes
0.149703912,-0.982256301,yes
-1.830127668,-0.422017601,yes
-1.497154441,0.798117525,yes
1.867004977,-0.217900391,yes
-0.657318797,-1.222864327,yes
-1.325398875,0.564482945,yes
-0.79749545,-1.124825293,yes
-2.079062504,0.522594843,yes
-2.42193392,1.03481035,yes
-1.423125275,0.829792196,yes
-0.163846424,-1.405015336,yes
-1.643202484,0.267469513,yes
-1.949963684,0.711824062,yes
-2.148736575,0.719548085,yes
1.411813995,0.432365455,yes
-1.717054509,0.171804293,yes
1.572764488,-0.057638028,yes
-2.521971885,0.837466719,yes
0.748318407,0.816232647,yes
0.468661016,-1.472592055,yes
-0.581509228,-1.408602357,yes
-0.566011706,-1.927257679,yes
-0.409240713,-0.734958032,yes
-3.353845259,0.483258629,yes
-1.861988691,0.558754313,yes
-2.000764702,0.245908986,yes
1.858019432,-0.652991493,yes
1.374687576,0.910921884,yes
-1.670584864,0.525447951,yes
0.406909606,0.38222507,yes
-0.123731021,-0.278830905,yes
1.382111696,0.533249333,yes
1.79480585,0.525610305,yes
0.231193314,-0.388893387,yes
-0.01653472,-1.466999261,yes
-2.305406485,1.751041193,yes
-0.072833752,-1.660896126,yes
0.734312961,0.204431648,yes
-0.674786056,-1.014902732,yes
1.201147347,-0.056800754,yes
1.437325464,-0.151011661,yes
-1.529766693,1.015609031,yes
-1.215787671,0.709631711,yes
-1.327362868,1.479489254,yes
1.174466089,0.034147845,yes
1.619784801,0.471731968,yes
2.102955066,0.486737866,yes
-2.160521349,0.946505929,yes
-0.296504967,-1.481542805,yes
0.096389664,-0.272454316,yes
-1.498519349,1.096444878,yes
1.083394526,0.892275516,yes
1.339117912,0.249346677,yes
-0.204197534,-1.047566311,yes
-1.092134768,0.694301201,yes
-6.88E-05,-1.274359019,yes
-1.642946464,0.286310624,yes
0.40642009,-0.663628776,yes
-0.245758734,-1.034941743,yes
1.207892888,0.855333282,yes
1.972024827,0.297232204,yes
-1.256087947,1.09368665,yes
0.75831235,0.290182065,yes
-0.392712106,-0.031601109,yes
1.603493306,0.59215703,yes
1.338160104,0.174789061,yes
1.306409571,0.605728168,yes
1.645607294,0.558810277,yes
0.517575245,-1.8864076,yes
1.086998393,1.309936531,yes
1.46887338,0.190316045,yes
0.12469866,-0.242772838,yes
0.306169664,-2.156093891,yes
1.832254054,0.033019838,yes
0.987658336,0.926677909,yes
0.412071067,-0.84674868,yes
1.595896669,0.090267897,yes
-0.027660693,-0.612728591,yes
-1.718976626,0.900651564,yes
-1.958898981,1.454769048,yes
-2.215262203,-0.348275051,yes
0.049461307,-0.597664326,yes
-2.240655995,0.32303097,yes
-1.619204377,0.717155224,yes
-1.75970677,0.485018726,yes
-1.075267001,1.700797977,yes
1.708755421,-0.113983866,yes
-0.381224734,-0.978531844,yes
1.82277206,1.364047203,yes
0.934880003,0.387653947,yes
1.170368912,-0.105865123,yes
0.00364724,-1.000562217,yes
-1.350410798,0.109393161,yes
1.212396137,-0.501390363,yes
2.197058365,-0.093974406,yes
-0.357586902,-0.904592804,yes
1.231312301,-0.608043838,yes
0.838218677,0.976322051,yes
0.250335609,-1.044664185,yes
0.84316163,0.443485619,yes
0.975178738,0.032539872,yes
0.459890408,-1.065974739,yes
-0.91408826,0.710857888,yes
-0.396821516,-2.006820337,yes
1.498873724,0.675081374,yes
0.030595554,-1.420533758,yes
1.058468841,0.278285892,yes
0.355224323,-0.799781421,yes
1.746628066,0.447201402,yes
-1.566959915,0.597897805,yes
0.964593842,0.193055602,yes
0.125570356,-1.530965378,yes
-0.060881192,-1.341375294,yes
-0.301134996,-1.006631073,yes
1.773017333,0.435458706,yes
-2.181958489,0.668336339,yes
-1.791882807,0.922320737,yes
-1.923130544,1.627497854,yes
-1.834107235,1.026322349,yes
0.224810061,-1.056356564,yes
-1.346217351,0.593177994,yes
0.33615081,0.801096723,yes
0.159024249,-1.49877404,yes
0.934001892,0.919281954,yes
1.69932828,0.264502641,yes
-1.888039556,1.164613896,yes
2.223503768,1.019102527,yes
1.492411227,0.44083813,yes
-0.647385837,-1.447714526,yes
-1.175534775,0.404170841,yes
-0.581287494,-0.657302046,yes
-2.193103282,0.080570488,yes
0.796749,0.498918905,yes
0.138081259,-1.263020732,yes
0.435926128,-1.52396708,yes
1.564944788,0.820141092,yes
1.575765892,0.671806169,yes
-0.255902083,-0.677947573,yes
-0.723265531,-1.106708026,yes
1.086710904,0.343819677,yes
0.955628598,0.446581841,yes
1.687767647,-0.15223469,yes
-1.145571886,-0.619805983,yes
0.729586131,-0.469925686,yes
-0.555375621,-0.960979077,yes
-0.046522573,-1.163969978,yes
1.315777456,1.022760161,yes
1.983532966,0.384020204,yes
-0.784308976,-1.959456781,yes
1.536935746,0.221637109,yes
0.2076749,-0.365982115,yes
-2.129815258,1.002895645,yes
-0.861345712,-1.113583701,yes
-1.707135074,0.424927894,yes
-2.203034912,0.630371639,yes
-0.553351461,-0.531564208,yes
-2.107953529,-0.129584217,yes
0.284613669,-0.490834128,yes
-2.17427036,1.28680933,yes
1.692547113,0.417419296,yes
-2.068934879,0.590791308,yes
-0.011222103,-0.777049721,yes
0.379527321,-0.647188313,yes
-2.293556044,0.836847276,yes
-0.452467998,-1.442180557,yes
0.182944621,-0.914472494,yes
-2.895163309,1.073961614,yes
0.084167461,-1.101030229,yes
-0.013852281,-1.385872955,yes
0.780360222,1.167948955,yes
0.544730182,-0.946455141,yes
1.489163329,-0.1294591,yes
-0.619535647,-0.787711703,yes
0.269611778,-0.638223167,yes
-0.376993254,-1.038067058,yes
-0.396629685,-0.848415833,yes
1.001871831,-0.450932562,yes
1.063977479,-0.18588516,yes
0.346506902,-1.749242105,yes
-1.793384957,0.500484882,yes
-0.467549147,-0.994645076,yes
-1.979812932,0.899775188,yes
0.765415065,-0.05483649,yes
-0.437899749,-0.461134587,yes
-0.60706682,0.280659846,yes
0.056918119,-0.266898289,yes
-0.25614315,-1.016619544,yes
-0.548964489,-1.512476863,yes
-0.375849429,-1.926932368,yes
1.170311709,0.391212452,yes
0.689671906,0.750588553,yes
-0.138104854,-0.192004562,yes
-1.4783416,1.581149308,yes
0.163613392,-1.3348254,yes
1.670688554,0.118962378,yes
1.440600809,0.521080342,yes
-1.968536171,0.15656941,yes
1.379524922,-0.132036136,yes
-2.018551571,0.522292474,yes
-2.699741492,1.148437154,yes
-0.480011973,-0.860252464,yes
1.820423853,0.467660119,yes
-1.748118322,0.395253543,yes
1.197672749,0.094188098,yes
0.952204961,0.752888752,yes
0.863421266,-0.590703006,yes
-2.158889732,0.369779442,yes
-0.500760201,-0.910021842,yes
-0.000915466,-0.507397188,yes
-0.297194674,-1.263717564,yes
0.538583622,-1.303699182,yes
0.050486753,-0.868892658,yes
1.267226805,-0.231530292,yes
1.448632071,0.118911254,yes
-0.234450397,-1.154936528,yes
1.582118416,-0.264394499,yes
-1.799751398,1.289982533,yes
2.674880083,-0.339016945,yes
-0.104059569,-1.052980331,yes
-1.538764489,0.719206262,yes
1.368157649,0.142461996,yes
-1.889359601,1.51653158,yes
1.213245164,0.207931381,yes
1.761551117,0.285424087,yes
0.047630852,-0.761298508,yes
-2.236757711,2.041704829,yes
0.221303152,-0.766613191,yes
-1.82648209,0.302509457,yes
-1.768606382,0.159526774,yes
0.420352022,-1.58526534,yes
-2.168957754,0.959970509,yes
1.649315616,0.787499763,yes
0.376854225,-0.91269564,yes
-1.90470193,0.345388677,yes
-2.040145069,0.034646282,yes
0.392245387,-0.888548161,yes
-0.478573408,-0.983951009,yes
0.652608999,-1.025976796,yes
0.70144436,0.509698698,yes
0.809982111,0.752116468,yes
-0.146641807,-1.595425859,yes
0.19081583,-1.070732589,yes
-2.172115968,0.575738976,yes
-0.596196978,-1.335964655,yes
-0.148961584,-1.244739404,yes
0.962929169,0.214518949,yes
0.411237157,-1.285635047,yes
2.124646433,0.069920367,yes
-1.278006723,1.004312759,yes
1.843789196,0.254910292,yes
1.639230588,0.587424168,yes
1.470269867,0.312253663,yes
1.637252518,0.304443366,yes
-0.390609161,-0.873601134,yes
-1.730983416,0.144856282,yes
0.217949346,-1.062750361,yes
-0.189419939,-0.776546359,yes
-0.126139639,-0.551210321,yes
1.416190567,0.699885088,yes
0.664810476,-0.053613323,yes
-0.482036724,-1.531881186,yes
-1.302624107,1.156570257,yes
-2.101819446,1.36425314,yes
-1.854678533,0.500062064,yes
1.327810993,0.260923236,yes
-2.40624263,0.462561973,yes
2.373636004,0.589559586,yes
1.685203912,0.145810161,yes
-2.14028485,-0.165275578,yes
-1.585331414,0.840901262,yes
-2.036827813,1.7224091,yes
-1.920298112,0.842413139,yes
-0.7697827,-1.262451319,yes
-0.165048227,-1.07309236,yes
-1.587289288,1.704516324,yes
1.539137605,0.123189086,yes
1.828525662,0.624938092,yes
1.694759606,0.131687227,yes
-0.984945878,-0.212968406,yes
1.082300039,0.253203154,yes
1.25732532,-0.021029899,yes
-1.666976397,0.930103299,yes
-2.85350752,1.423999527,yes
-1.289900293,1.232965141,yes
-2.362616541,0.685197762,yes
2.338329323,-0.384167209,yes
1.325846459,-0.144354132,yes
-1.771638755,1.052645183,yes
2.084554156,0.572299923,yes
0.704992957,-0.06178213,yes
1.815208832,0.709661498,yes
0.114957102,0.545158987,yes
-1.553445309,0.928657571,yes
-1.40332858,0.354492525,yes
-0.259712066,-1.006419047,yes
0.568699847,0.724192506,yes
-1.766453737,0.483662341,yes
1.811842096,0.55763799,yes
-1.945419019,1.646497832,yes
1.100932563,0.710932206,yes
1.655356235,0.131073511,yes
0.635744959,-0.396056827,yes
-0.000796631,-1.365633724,yes
-0.186395862,-1.149781832,yes
-1.582925691,0.649904245,yes
-0.089635293,-1.289569198,yes
-0.920648828,1.158163209,yes
1.508174564,0.287236625,yes
0.407638124,-1.27256146,yes
1.882988236,0.338118581,yes
1.631879872,0.107259782,yes
0.494428976,-0.147857028,yes
0.936541245,-0.156865263,yes
-1.119730052,0.947037989,yes
-2.525890096,0.581875765,yes
0.20635033,-1.359524826,yes
0.579101173,-1.045915783,yes
-1.928633412,1.135230092,yes
-1.176517788,-0.143071863,yes
1.699720237,0.727231576,yes
-1.785351657,0.928028776,yes
-0.528813351,-0.863589661,yes
1.70026114,0.655857234,yes
-1.267349919,1.091870839,yes
-1.997758444,0.767420958,yes
-1.753031386,0.417903814,yes
-0.22935829,-0.987199507,yes
1.477444127,0.214351417,yes
-0.508980886,-0.82755797,yes
1.394022315,0.300544669,yes
-1.675641083,0.561173202,yes
-1.638316076,1.391637833,yes
-1.980700849,0.844953257,yes
1.541232507,-0.113053008,yes
-1.340231596,0.391424042,yes
1.325980926,0.371685975,yes
0.677021316,1.251854119,yes
0.855115992,0.241414666,yes
-1.939392229,0.345012057,yes
-0.337615878,-0.9139386,yes
1.365548761,0.719605815,yes
-0.824045619,-1.143250885,yes
0.979741652,-0.308301382,yes
-0.743609675,-1.568389693,yes
0.559749734,-1.163163322,yes
0.344982252,-1.406112338,yes
1.27499307,0.858425804,yes
1.202040875,-0.215985022,yes
1.007315004,-0.19775731,yes
-1.455216533,1.044783872,yes
1.599010783,0.360345489,yes
-1.937522516,-0.014412299,yes
1.452717218,0.581687778,yes
-2.141163021,0.732421191,yes
-2.329925664,0.56603515,yes
0.032129343,-0.167066957,yes
-2.299371006,0.755954013,yes
2.270710915,-0.207850454,yes
-0.133699265,-1.626192779,yes
0.142520303,-1.122903467,yes
1.292820168,0.5818714,yes
-2.170164765,1.218948641,yes
-2.033329376,1.39971449,yes
-0.585475892,-1.109353908,yes
-1.226664768,0.772316092,yes
0.567848139,-1.219468212,yes
-1.780229039,0.004121637,yes
-0.083395398,-0.570468543,yes
1.42581182,0.5634072,yes
-1.926527192,0.666235356,yes
-2.087116896,1.007789484,yes
-1.444488784,-0.561682645,yes
0.424064547,-1.372460598,yes
-0.18402439,-1.045312668,yes
-0.188572313,-1.484627398,yes
-1.65084009,1.003275909,yes
1.707571749,0.248139155,yes
1.499575604,0.308540324,yes
-1.158772741,1.207942416,yes
1.297461233,-0.148302445,yes
0.701442573,-0.406134776,yes
-0.333630931,-0.467297659,yes
-0.005139643,-0.430322701,yes
-1.49500265,0.505674229,yes
-0.454981617,-0.747886361,yes
1.317301012,0.351664416,yes
0.938871576,0.908133536,yes
0.035665211,-1.465176643,yes
-0.292601621,-1.474454517,yes
-0.480625678,-1.159346169,yes
1.275640957,-0.221508539,yes
1.395530442,-0.020611854,yes
0.190967767,-1.505166106,yes
1.512312422,1.075544616,yes
-1.441946206,-0.312845672,yes
-0.200250222,-1.714582598,yes
-0.795023047,-1.145071373,yes
-1.185849704,-0.110846952,yes
0.051935736,-1.29228843,yes
-0.251313202,-2.119357476,yes
-1.587209715,0.373510159,yes
1.391208741,0.586902942,yes
-0.683309212,0.145829698,yes
1.319709329,-0.041276011,yes
-1.700607494,0.481507495,yes
0.324432267,-0.89275933,yes
-0.973339176,-1.000607571,yes
-1.922730563,1.737835766,yes
-1.85799402,1.168175668,yes
0.194340493,-1.050622882,yes
0.051688046,-1.058890026,yes
-0.202223979,-1.180905715,yes
0.081516584,-0.727119786,yes
1.143393889,1.054676975,yes
1.948404867,0.526082678,yes
-0.350797802,-0.285022845,yes
-1.573667646,0.365433022,yes
-1.98407628,0.029825203,yes
-0.803296569,-0.870830802,yes
1.790132102,-0.396113693,yes
-1.623218402,0.548759195,yes
-2.625536252,0.509889683,yes
1.651482376,0.577878456,yes
-0.945302859,-1.830446506,yes
-2.052731926,1.310070031,yes
0.888480376,1.065980113,yes
1.778231024,0.937809723,yes
